text,label,place
best thai restaurant ive ever been. delicious food which are produced from scratch. nothings from can. most importantly it is so quiet.,5,Thai Tho Soho
this place is a real gem. fantastic food at very reasonable prices considering its location. service was excellent. great views over busy streets. would definitely eat here again.,5,Thai Tho Soho
nice place. good food.,5,Thai Tho Soho
very authentic great tasting chinese food.....,5,Thai Tho Soho
nice  place staff very friendly x,5,Thai Tho Soho
stepped in after a long day walking. the place has a second floor and a very comfortable space.the food is unique and very fresh ingredients. price is perfect for what you get and the staff is kind and very helpful. i will be back again!,5,Thai Tho Soho
food was good great for pre threatre.,3,Thai Tho Soho
gorgeous food quite near to most theaters.,5,Thai Tho Soho
quote okay food. but nothing special. i didn't like the meat quality. but the people are nice and if you don't want to wait for 2h for a table. bathrooms are not clean,3,Thai Tho Soho
"lovely service amazing environment authentic food, a perfect 5 stars for me",5,Thai Tho Soho
always nice thai food.,5,Thai Tho Soho
very authentic thai food as well as amazing service. approachable staff especially khun net siraphop .,5,Thai Tho Soho
"nice, small restaurant close to china town. good food, very nice and friendly staff. not too pricey.",5,Thai Tho Soho
the decor is amazing. the staff are polite. the cocktails were good and the food was average,3,Thai Tho Soho
great customer service and the food is good as well.,5,Thai Tho Soho
"quaint place, great service, excellent food",4,Thai Tho Soho
very pleasant and popular restaurant. food very thai,4,Thai Tho Soho
"modern, colourful thai restaurant with bright banquettes for classic curry, noodles and stir fries.",5,Thai Tho Soho
"great and quick service, real thai food, nice milk tea",5,Thai Tho Soho
"went there and we were the only english people in there, all the rest where chinese. the food was great, only thing was you were quite rushed, but it's slap bang in the middle of china town and i understand that.",4,Thai Tho Soho
best thai restaurant in ldn,5,Thai Tho Soho
"the service was too long  ( 1 hour ) and the food are too salty, not to our liking and different from the usual thai food",2,Thai Tho Soho
lovely food reasonably priced,5,Thai Tho Soho
"good thai restaurant situated on the edge of london's chinatown and soho. small entrance just inside rupert street from shaftesbury avenue (opposite the gielgud theatre). small seating on the ground floor, bigger area on the 1st floor. good service.",4,Thai Tho Soho
the spicy pork stir fry was quite tasty. this restaurant is actually well upstairs and it would be rather challenging for a handicapped person. i think the staff is new because i had to work to get their attention.,4,Thai Tho Soho
a little bit spicy than i expected but i like it.,4,Thai Tho Soho
great lunch in a well hidden little gem of a restaurant. super food and service but really surprised we were only diners on a thursday lunchtime. they deserve to be full every day.,5,Thai Tho Soho
excelent food and menu,5,Thai Tho Soho
this place needs cleaning up.,3,Thai Tho Soho
definitely seen beter.  curries were nice. service was so-so!,3,Thai Tho Soho
absolutely horrible. service and food. avoid,1,Thai Tho Soho
food was good - unusual and very tasty. the service though was terribly slow.,3,Thai Tho Soho
really good thai,5,Thai Tho Soho
"probably the best thai ever. i have had a ton of thai in my lifetime too. also, the staff is very good.",5,Thai Tho Soho
"bland food and very slow service. absolute cheek adding 12.5% service charge, which i refused to pay. much better restaurants available in the area.",2,Thai Tho Soho
"th most amazing thai food i have had in england, so friendly, warm an attentive. sat for few hours savouring the gorgeous food and drinks. will certainly be returning when next in london. fantastic ",5,Thai Tho Soho
"not bad food, horrible customers service.",4,Thai Tho Soho
love this place!,5,Thai Tho Soho
great bao buns,4,Thai Tho Soho
i wasnt here but it kind of looks cool from above,4,Thai Tho Soho
thai food is my favourite cuisine and i've been all over thailand. this is probably the best thai food i've ever eaten outside of thailand. food is full of flavour and very reasonably priced for a restaurant in the centre of london. i would highly recommend this place to anyone. the service was surprisingly good too!,5,Thai Tho Soho
harty breakfast excellent service,5,Thai Tho Soho
i dont like it that much,2,Thai Tho Soho
it is amazing place,3,Thai Tho Soho
good delicious food at reasonable prices well behaved staffgood atmosphere,4,Thai Tho Soho
very beautiful . lots of fun.,5,Thai Tho Soho
lovely little thai restaurant close to chinatown. food is absolutely fabulous. very  authentic flavours and quite spicy. they also do a range of ice-cream with asian flavours which are amazing .,4,Thai Tho Soho
brilliant good food ,5,Thai Tho Soho
"i enjoyed the food and it was a lovely service in spite of it being super busy, the servers were pleasant and communicative",5,Thai Tho Soho
dry chicken and currently no alcohol licence,2,Thai Tho Soho
great authentic thai food,4,Thai Tho Soho
the food is amazing! best thai place in london! extremely delicious and tasty. the staff is helpful and the food comes fairly quickly after ordering.,5,Thai Tho Soho
tasty food and good service,4,Thai Tho Soho
wonderful authentic thai food at a decent price. highly recommend!,5,Thai Tho Soho
good thai food and it is cheaper than the rest of restaurants.,3,Thai Tho Soho
lovely place love it,5,Thai Tho Soho
"ford excellent; wait staff nice, but a little slow. seem to get distracted easily. really nice place though, but in an upstairs area in a maze like building",4,Thai Tho Soho
"the pad thai is the best around. very nice food. service great, setting is comfortable with a hint of luxury.",5,Thai Tho Soho
the best thai restaurant i have eaten in. the staff are always friendly even when the place is busy. very accommodating with my heavily pregnant partner. food is of an excellent quality and the service is brilliant. i have never had a bad experience here.,5,Thai Tho Soho
absolutely incredible! ordered 4 dishes and shared between the 4 of us. the pad thai and panang curry where 10/10. would definitely recommend this place!!!!!!,5,Thai Tho Soho
"it is worth seeking out this hidden away thai restaurant in chinatown. located upstairs opposite the gielgud theatre, we had been meaning to stop by for a couple of weeks - i'm very glad that we did. the vegetable satay starter and the pad thai were particular stand outs on the menu",4,Thai Tho Soho
"very slow service inside. its a running theme were food establishments in london seem to be hiring as few staff as possible. food was presented nicely. drinks were nice. but terrible service and thats nothing against the young man who served us, its management not hiring enough staff. food was mediocre.",3,Thai Tho Soho
"went there for a birthday meal which started at 7. it was 10 and we still hadnt had our meal, only starters. the table next to us came before us and started getting their food when they complained it was cold. the staff didnt really seem to care. this was a saturday and they were incredibly understaffed. ridiculous.",1,Thai Tho Soho
"great food, excellent service and good ambience. pad thai, jungle curry, chicken satay and duck spring rolls were great.  very pleased to find thai tho after a long day walking around london.",5,Thai Tho Soho
best place on london,5,Thai Tho Soho
love the pho noodles,5,Thai Tho Soho
"the food is just average and the service is slow. not many options for vegetarians and vegans. the soup they served had fish oil in it , they don't understand the term vegetarian or vegan.",3,Thai Tho Soho
"excellent food, atmosphere, and service! my thai friends consider the food here very authentic too.",5,Thai Tho Soho
lovely experience..,5,Thai Tho Soho
"really nice thai restaurant near shaftesbury road theatres. enjoyed my duck spring rolls, stir fried pork, mushrooms, beans , rice and a glass of rose for 28. good value for the area and nicely decorated and relaxing seating upstairs.",5,Thai Tho Soho
"superb thai tradition taste. in terms of the food, the taste is very tradition and umami. if im japanese i would say oishi! ill definitely recommend this place to anyone who wants to impress a business partner, a date, or just simply enjoy thai food yourself.",5,Thai Tho Soho
"nice restaurant, good food and service. thanks for the great time!",5,Thai Tho Soho
"thai tho is currently my favorite thai restaurant in london. every time i visit london, i try to have a nice dinner here. the green curry is not too spicy so you don't need to worry about it. my other favorite is the beef with oyster sauce... i can only recommend the place!",5,Thai Tho Soho
"stop putting sugar in your sauces! seriously! i ordered thai fried noodles with chicken and while it was okay tasting, it was too sweet. it's a sign of a really bad cook to put too much sugar in sauces, because it's a cheap way to make it taste better on the first bite. but towards the end it starts tasting gross.",3,Thai Tho Soho
it was ok.,3,Thai Tho Soho
"good food, good service. discovered it after the wonderful @siam on frith street sadly closed.",4,Thai Tho Soho
"perfectly fine, but im sure there are other places in chinatown that are better. food was a bit bland",3,Thai Tho Soho
was ok.,4,Thai Tho Soho
above average thai food.,5,Thai Tho Soho
good food !,4,Thai Tho Soho
nice food and lovely staff,5,Thai Tho Soho
"good value tasty food, wine list escalates bill somewhat.",3,Thai Tho Soho
low cost good clean restraunt,4,Thai Tho Soho
"delicious thai food, my favorite so far in london!",5,Thai Tho Soho
"amazing food and service, best thai restaurant in the west end",5,Thai Tho Soho
thai karaoke here is the best ,5,Thai Tho Soho
great thai food in central london and nice karaoke section downstairs of the restaurant but can be pricey,5,Thai Tho Soho
great meal. but slow serving.,4,Thai Tho Soho
very delicious food! one of the best tasted thai food in the uk~nice staffs as well,5,Thai Tho Soho
"good and clean, not the best of london though",3,Thai Tho Soho
this last like nothing from the outside but the food was fabulous,4,Thai Tho Soho
best thai food in london,4,Thai Tho Soho
food is amazing. service is good is just that they get it wrong many times probably because their english is not great. would recommend. ,5,Thai Tho Soho
"we had a really lovely thai meal here, one of the best ones i've had in london",4,Thai Tho Soho
great food & service.,5,Thai Tho Soho
very tasty food but small portions,5,Thai Tho Soho
"speedy service, decent food, prices not too bad for central london.",4,Thai Tho Soho
if you want to enjoy your night singing or performing one of your favourite song this is the place. located near chinatown. they served thai food which is tasty. a lot of thai and international songs,5,Thai Tho Soho
"great authentic thai food, recommend the ice tea!",5,Thai Tho Soho
very nice,4,Thai Tho Soho
"nice little place, fun walking about to find restraunt bit upstairs. food pleasant if a bit anglicised in flavours (no where near the heat flavours of thailand. but still paletable and cheep.",4,Thai Tho Soho
eeal thai food in london,5,Thai Tho Soho
great tasting authentic thai food. especially when you ask for your food to be cooked thai style.  ,5,Thai Tho Soho
pricey but worth every penny,5,Thai Tho Soho
authentic thai food and the service was very nice and warm,4,Thai Tho Soho
great food but a shame about the bill.just had a lovely meal food was fantastic but adding a service charge of 12.5% to a table of two was a bit to much. it does say it discretionary but it was not show to use till the the bill came was add to the card payment without us knowing.,4,Thai Tho Soho
only walked past here so no idea sorry,3,Thai Tho Soho
"good place for enjoying thai food, service correct",4,Thai Tho Soho
"cosy place, friendly staff",4,Thai Tho Soho
fairly priced and good food. the only downside i found is that the environment was a little suffocating. at least in the second floor.,4,Thai Tho Soho
"open during the holiday season when our other restaurant reservations weren't honored cuz they were closed! good food, good service and we brought the laughs.",5,Thai Tho Soho
slow service bad food. only gave two stars because of the friendly staff.,2,Thai Tho Soho
"based on 1 visit: the food is good (we had tom kha gai soup and pad thai), and reasonable prices (especially in the theatre district).",4,Thai Tho Soho
"nice food, excellent and friendly service and great atmosphere",5,Thai Tho Soho
literally the best thai food i've had in a long time; and i gone to thailand.  ,5,Thai Tho Soho
is there a better thai restaurant in london?,5,Thai Tho Soho
average. quite clean,3,Thai Tho Soho
"terrible service, below average food, not worth the price at all. waited more than half hour for such disappointment. ",2,Thai Tho Soho
"quick,delicious and a reasonable price.",5,Thai Tho Soho
"kuchnia tajska , mona dobrze zje . restauracja znajduje si niedaleko soho i chinatown .",4,Thai Tho Soho
bastante acessivel funcionarios muito simpaticos.,5,Thai Tho Soho
amei,5,Thai Tho Soho
bom,4,Thai Tho Soho
"food was decent and prices were very affordable, 12.5% service charge already included in the price which can be a turn-off for others. waiters were very friendly and i recommend this place to people looking for some thai food nearby!",3,Thai Tho Soho
good place crowded fast style service. staff works on quick service and turn over. good variety of food. being soho one can expect bit over priced,4,Thai Tho Soho
"creamy coconut soup - dont miss it! for the main, we ordered duck breast with tamarindo sauce, beef with oyster sauce, some vegetables and rice.",5,Thai Tho Soho
greasy,2,Thai Tho Soho
cold food. indifferent,3,Thai Tho Soho
"i was visiting london for a few days and happened upon this place. the pad thai was, no joke, the best i've ever had. i wish i could go back just for the food. you have to try the corn cakes, they are so good",5,Thai Tho Soho
"i love this place, have some really good memories here and it's always the first place i take people to when they want thai.",5,Thai Tho Soho
"food is average, priced was abit above than average. went here during high peak hours, the place can get very busy and full. you could come here once in a while if your not in the mood for chinese so it is an option. but food could be improved",3,Thai Tho Soho
the food was great and spicy like a real thai food!,5,Thai Tho Soho
very good tom kai soup and staff very pleasant and helpful.,5,Thai Tho Soho
decent food. had kung pao prawns and egg fried rice with a glass of the chilean cabernet sauvignon. with a small bottle of sparkling water the bill was 23. not cheap but not expensive either.,3,Thai Tho Soho
amazing food and amazing staff. our new favourite thai in london,5,Thai Tho Soho
yeah.. a european thai,3,Thai Tho Soho
"a bit disappointed... overall the food was a bit bland, and the sauces were not fully successful. but the noodles are cooked properly and the place is nice. edit: 3 to 2 stars, the final bill was a bit higher than what we expected",2,Thai Tho Soho
the food is amazing,5,Thai Tho Soho
i met her here ,5,Thai Tho Soho
good authentic thai food.,4,Thai Tho Soho
reasonable quality at a fair price,3,Thai Tho Soho
the food is good but our server was slow and indifferent about taking our order. were were seated in uncleaned table and sits.,3,Thai Tho Soho
the price is little bit expensive but you can enjoy  real thai cusine .i never tasted food better than this restaurant.,5,Thai Tho Soho
delicious food!,5,Thai Tho Soho
"thai iced tea wasn't up to the mark, but the rest of the vegetarian food ordered was good",3,Thai Tho Soho
"that's real thai food, superb!",5,Thai Tho Soho
wasn't keen. portion size was huge. didn't finish it. veggie options are limited,1,Thai Tho Soho
reserved on a saturday for noon and the place was shut when it says it openes at 11.30am. waited until 12.20 and still no sign of opening very poor..,1,Thai Tho Soho
amazing food must go n try....,5,Thai Tho Soho
"great meal, and well priced! ",5,Thai Tho Soho
nice and cosy place in central london ,4,Thai Tho Soho
really great tom yum soup !,4,Thai Tho Soho
an amazing pad tha ! ,4,Thai Tho Soho
favorite thai restaurant for me. ,5,Thai Tho Soho
amazing milk tea ,4,Thai Tho Soho
"standard thai cuisine, reasonable price ",3,Thai Tho Soho
over priced and food is nothing special.,3,Thai Tho Soho
amazing tasty food,5,Thai Tho Soho
super busy but great choice of beer,5,The Blue Posts
laid back interior with a great selection on drinks and friendly bar staff,5,The Blue Posts
alas poor blue posts i knew it well. rip,1,The Blue Posts
typical pub with good beer,4,The Blue Posts
we stumbled upon looking for somewhere to get out of the crowds of chinatown. although central it was packed and there were seats available. they have a good selection on tap and the staff are friendly. give the hazy daze session ipa a try if you're in the neighbourhood!,5,The Blue Posts
this was a good find in the heart of the west end. good atmosphere and friendly bar staff. it's only downfall is the size of the bar which is tiny and you feel you cannot move inside,4,The Blue Posts
really cool pub,5,The Blue Posts
"lovely pub. excellent, friendly service in a busy area of london town. 5*",5,The Blue Posts
phil the manager is an absolute pleasure and really makes the pub an experience x,4,The Blue Posts
great venue and beer choice,5,The Blue Posts
newly renovated with great decor. they have a decent range of pints on tap. could do with a few more british as well as european varieties but maybe they rotate them. not cheap though at 14.75 for a pint and gin and tonic. bartenders were attentive and quick serving.,4,The Blue Posts
really nice pub and lovely padron peppers!,5,The Blue Posts
"great beer selection, great cocktails, great vibe... live music and dis at times but always good playlists.  i also use the blue post for biz meetings as cocktail bar upstairs and dining downstairs makes it the perfect one stop entertaining location",5,The Blue Posts
"great little pub. excellent band, the fallen heroes, also have a residency here each sunday afternoon",5,The Blue Posts
"a superb central free house pub. great selection of craft beers, lovely decor, helpful staff. not enough pubs like this in soho!",5,The Blue Posts
"the blue posts the best live music possible in london, the band the fallen heroes brilliant and band members absolute gentlemen",5,The Blue Posts
"everyone friendly but waiting an hour for cold veg, mash and gravy spoiled it.",2,The Blue Posts
"great place to have nice drinks/cocktails. the dj is amazing with the music. the best hits played during the night. we had a spicy bourbon cocktail and a pineapple rum cocktail. a must visit bar for a night out. the prices are acceptable, with an average of 12 per cocktail.",5,The Blue Posts
staff are really friendly and we enjoyed our drinks! classy inside and relaxed outside with cute spots to perch your drinks.,5,The Blue Posts
"great sausage roll, good choice of ipa's....and cocktails",5,The Blue Posts
great evening with two of my friends.. great bar staff lady's very nice to talk to. service and beers and shots ciders all very tasty.,4,The Blue Posts
"lovely choice of non typical lagers beers and for me a delicious cider. staff incredibly knowledgeable about their products, helpful  and friendly. good music and a welcome respite from traipsing around london ",5,The Blue Posts
"tiny & cramped but feels like it's part of its charm. good selection of beers, not sure i could stay for more than a couple of drinks though due to how crowded it gets",4,The Blue Posts
"really nice pub, with a cocktail bar upstairs (didn't manage to get into the cocktail bar because it was full). staff were friendly and it wasn't particularly rowdy which was good",4,The Blue Posts
brilliant pub great team behind the bar a must visit when in soho.,5,The Blue Posts
nice place for drinks. john the bartender served some killer espresso martinis.,5,The Blue Posts
"good selection of ales, though typical theatre land, central london prices!",4,The Blue Posts
fine spot for a drink in soho/chinatown. quieter and more refined than many others in the area!,5,The Blue Posts
always great beer and wine and love the live music on sunday's,5,The Blue Posts
lovely little pub in the centre of london - not too rammed but a good vibe with lots of tasty ales and cocktails to choose from.,5,The Blue Posts
"i visited the pub for the first time in over 30 years at the weekend.  i actually worked in the bar during my college years , and it feels as inviting and fun now as it was then. great to see it remains constant. great bar staff..",5,The Blue Posts
friendly staff and a good range of beers on tap.,5,The Blue Posts
good bar with an interesting selection of beers and good atmosphere,5,The Blue Posts
"nice little bar, does paulaner and has music on a sunday afternoon.",5,The Blue Posts
"warmy place, nice guys. good adress",5,The Blue Posts
nice beers,4,The Blue Posts
"awesome band fallen heroes ,play on sunday afternoons",5,The Blue Posts
fun location with good vibes and cocktails!,5,The Blue Posts
a bit of a boozer downstairs but upstairs is really cool,4,The Blue Posts
"nice place, conveniently located, bit noisy.",3,The Blue Posts
cool,5,The Blue Posts
"i love the new posts, looking forward to seeing what happens with the food...",5,The Blue Posts
beautiful little pub hidden away in a busy part of london. friendly staff and a good selection of drink. will definitely find this place again should i find myself in london! ,4,The Blue Posts
terrible pub .outrageous high prices coupled with undrinkable beer. 12.45 p for 2 pints. a tourist trap for the unwary.,1,The Blue Posts
5 points porter. enough said,5,The Blue Posts
loved this little place. will retrun!,5,The Blue Posts
good food and music,5,The Blue Posts
"it's a good pub, except on sunday afternoons, when it simply is the place to be.",5,The Blue Posts
hstoric alley of beetles,4,The Blue Posts
best pub in soho,5,The Blue Posts
head upstairs for amazing cocktails,5,The Blue Posts
"cute little pub, great lager big wave on tap",5,The Blue Posts
great job by the palomar people to reopen it so sympathetically,5,The Blue Posts
"`local pub` in the heart of soho.  random fight broke out here while we were there for after-work drinks, probably not that common, but gives you an idea of the kind of locals that show up here.  on the plus side - not overrun with tourists...",3,The Blue Posts
great cocktails at the mulray upstairs.,5,The Blue Posts
"original atmosphere, good beer selection. this is what i like about original pubs. this one ticks all boxes. ",4,The Blue Posts
"love the pub staff are great,  mike the guv is a real gent, great band on sunday afternoons get there early if you want a seat. ",5,The Blue Posts
"a proper london pub always welcoming with great food and a wide selection of beers, michael & a are awesome hosts at the blue posts.",5,The Blue Posts
good place to meet friends,5,The Blue Posts
pricey pub but cosy with friendly bar staff.,4,The Blue Posts
nice place,5,The Blue Posts
like it. l'm sure i've been in here in a different life. proper rub a dub.,4,The Blue Posts
good beers and nice atmosphere,4,The Blue Posts
cosy and nice atmosphere. packed!,5,The Blue Posts
really good beers,4,The Blue Posts
"amazing craft beers, great private snug area by the bar. love this place, will be back!",5,The Blue Posts
"aka the mulwray, aka evelyns table. a pub, cocktail bar and restaurant all in one. most certainly the best pub in soho. no where else you need to go for all your needs and desires!",5,The Blue Posts
"london is seeing a renaissance in accessible glamour; now even in our pubs! paris, eat your heart out.",4,The Blue Posts
great for a quiet drink even at busy times. the bar food is great as well...,4,The Blue Posts
great little place cosy atmosphere and live music (was on a sunday),4,The Blue Posts
"the new blue posts is starting to gain some character. good selection of craft beers, and a nice seating area upstairs. the live band on sunday creates a damn good atmosphere for some sunday daytime drinking.",4,The Blue Posts
gone down hill after refurb. shame.,4,The Blue Posts
tasty beer,5,The Blue Posts
"great place on a sunday afternoon with the house band, the fallen heroes, playing.",4,The Blue Posts
loved the block party for pride,4,The Blue Posts
very slow and diffident service. pity because its a nice setting,1,The Blue Posts
"great pub with a nice atmosphere on the ground floor, besides it, a very fancy and good cocktails place on the first floor which is mostly crowded on wednesday and thursday, but they started to be opened on tuesday from last week, it seems. great place to hang out after a play in piccadilly.",4,The Blue Posts
amazing little pub with the best pub grub you can find,5,The Blue Posts
very slick new pub in chinatown. lots of beer variety and craft ales. new restaurant downstairs and a smart cocktail bar upstairs. great place for dates.,5,The Blue Posts
"we stumbled across this little hidden gem today and thought, lets nip in for a drink three hours later still here, so friendly customers and bar staff and phil are excellent! the live band were superb, thank you for a great night",5,The Blue Posts
disgusting bouncer.,1,The Blue Posts
cool little bar - walked by on a sunday and was drawn in by the jazz music. the jazz band is fab! definitely worth checking out!,5,The Blue Posts
great staff friendly and approachable able to allow sampling of beer before purchasing the one you like most,5,The Blue Posts
great pub (that new-londonets frequent) that's been around for years.  has survived it's recent face-lift pretty well!,4,The Blue Posts
"they've done it up nice, great selection of beers and a cocktail bar upstairs, i think it would be a good place to bring a date. four stars.",4,The Blue Posts
great music every sunday.,5,The Blue Posts
great little pub with a really good atmosphere the staff were very helpful friendly and welcoming. nice little secret bar as well nice touch.,5,The Blue Posts
"lovely place, great music, great vibe...great friendly atmosphere",5,The Blue Posts
"new favourite boozer in soho. beautifully fit out, good selection of draught beers and spirits and good outdoor space for warmer evenings.",4,The Blue Posts
"hidden gem in soho with a guest selectiob covering most tastes, interesting lagers, pilsners and ipa with friendly, down to earth staff and prices fair for the area",5,The Blue Posts
great pub very friendly staff slightly quirky we loved it.,5,The Blue Posts
cosy. lots of stools,4,The Blue Posts
beautiful ambience,5,The Blue Posts
cosy little place that would be only improved with some wood panelling. i came for the jazz but was told it's on daily except thursdays. recommend the cheese and onion crisps.,5,The Blue Posts
best of everything,5,The Blue Posts
cute with a great selection of craft beers (though tables can be scarce). the chic cocktail bar upstairs was a nice surprise too.,5,The Blue Posts
great selection of beers on tap,5,The Blue Posts
"daria looked after two of my pals and i last weekend, she has set the standard for how i want to be treated when out at a bar, 10/10 for the light lounge as a bar and 10/10 for daria. ",5,The Light Lounge
"lovely cocktails,  a normal price for london (10 per cocktails)  and the option of happy hour which we were too late for.  the kiwi drink was fantastic if you like sweets ones  ",5,The Light Lounge
staff were excellent. recommend the lavender dream. good to start a big night or finish a big day.,4,The Light Lounge
the place is new and feels a bit soulless. cocktails looked nice but didn't taste that good. we frequently go to other cocktail bars where cocktails are same/more expensive but their quality and atmosphere is normally much better. ,2,The Light Lounge
super cocktails ! excellent service.. great place to relax and just chill ,4,The Light Lounge
lovely staff great cocktails,5,The Light Lounge
very relaxing and cozy place. great cocktails!,5,The Light Lounge
a little expensive but very nice place and good cocktails,4,The Light Lounge
"fab cocktails, fab service. good happy hour, even on a saturday. highly recommend!",5,The Light Lounge
"the best cocktail in chinatown, espresso martini must try!",5,The Light Lounge
great little place for a small party. great table service and ambiance,5,The Light Lounge
"classy, inviting venue with great cocktail menu",5,The Light Lounge
"went there between 5 &7 pm. music,service and cocktails were all amazing.",4,The Light Lounge
lovely tasting cocktails not too weak!!,5,The Light Lounge
go for the happy hour as it's cheapper than ku bar.the cocktails are amazing and tastyemployees are friendly and professional.,5,The Light Lounge
"amazingly inventive cocktails in a relaxed and luxurious spot in soho. can't praise the staff enough, friendly and attentive, can highly recommend a visit.",5,The Light Lounge
"phenomenal place, thank you zoe for a lovely night!!",5,The Light Lounge
"superb cocktails & lovely, friendly welcoming staff.",5,The Light Lounge
"great staff, delicious cocktails and great music!",5,The Light Lounge
"refined bar with cocktails above ku bar. not the cheapest, but enjoyable and not lacking intimacy",4,The Light Lounge
great place for cocktails,4,The Light Lounge
"great cocktails, in a stylish and modern venue in the heart of the busy west end. highly recommend trying this place staff very attentive and friendly.",5,The Light Lounge
what a rip off. we were told by door staff that it was 2 for 1 on cocktails so went in to be told it no longer was. decided to stay and ordered 3 pornstar martinis and a lemonade.  42.00. that's extortionate even by west end prices.  we will not be returning,1,The Light Lounge
"london's newest and most stylish cocktail lounge, extremely friendly and knowledgable bar tenders serve up an array of new and classic cocktails made with care from the highest quality ingredients.",5,The Light Lounge
"good environment, happy hour cocktails, attentive staffs",4,The Light Lounge
"lovely place, spacious enough for a few friends to catch up and drink. rather pricey though. ",4,The Light Lounge
really nice place cocktail barman is excellent,5,The Light Lounge
daria = wonderful service! 10s across the board!,5,The Light Lounge
"classic yet accessible venue! great customer service and lovely background music, will be back!",5,The Light Lounge
the worst cocktails i have ever had. even with the 2 for 1 deal they were not worth it.id rather pay full price for a decent cocktail some where else.,1,The Light Lounge
"went for a friends birthday. im sure its very nice when its less busy. lots of staff drying glasses, not many serving... ",3,The Light Lounge
great service,5,The Light Lounge
nice venue and location to celebrate with friends/family.,4,The Light Lounge
no vibe . not what i was after on a friday night,3,The Light Lounge
"sophisticated establishment. great 2 for 1 cocktail hour, awesome service, nice atmosphere and the drinks were really nice.",4,The Light Lounge
excellent service and cocktails. caught up with friends.,5,The Light Lounge
very stylish,5,The Light Lounge
very few people upstairs in the area i was in so it shouldn't have taken as long as it did to get a drink.,3,The Light Lounge
rude arrogant staff!avoid as they dont care about customer service!ignore you at the bar and then serve other people. disgusting attitude even from the manager,1,The Light Lounge
called in after a show with friends. great service and reasonable prices although we only drank prosecco!! great atmosphere with the dj providing the tunes!!,5,The Light Lounge
good service!,5,The Light Lounge
good atmosphere and good drinks,5,The Light Lounge
rude staff and customer service. the drinks are very basic,1,The Light Lounge
decent music and top rated staff putting 100% effort into making your night a top one. very good night,5,The Light Lounge
"a lovely place to relax and have a beer, a cocktail or even just a coffee.very helpful, friendly staff, nice smart dcor. a well presented place with a relaxed feel to it.",5,The Light Lounge
"fantastic place, great vibes, nice drinks and friendly stuff!",5,The Light Lounge
classy spot for some great cocktails and the steam buns are a must have.,4,The Light Lounge
it is a nice and comfortable place to stay in central london.,5,The Light Lounge
"had a great night at light lounge celebrating our stag do on the weekend. the host made us feel welcome and made sure we got priority entry into the klub. reserving an area was incredibly easy for london (and no deposit required!). thanks to amy, stefano and the team!",5,The Light Lounge
this is a lovely place with great staff. they are always willing to help and are very polite. the decor is up to date and has a good vibe.the only downside is the drinks are very expensive.,5,The Light Lounge
great little cocktail bar upstairs with a great happy hour,4,The Light Lounge
the service is amazing. the hostesses make us feel special every single time.,5,The Light Lounge
"good location with good music, really enjoyed it. the staff was very nice too. but the prices are too high, and i sometimes felt like being ripped off...",3,The Light Lounge
disgustingly unprofessional. amy mullen is beyond douchy. clearly run by people who have no business running such a place. such a shame.,1,The Light Lounge
nice cocktails and 2-4-1 is great in the early evening. good setting and great service!,5,The Light Lounge
nice little place with nice drinks - lounge around with friends,5,The Light Lounge
love this place,5,The Light Lounge
"we had our christmas party at the light lounge. the staff were attentive, the cocktails were lovely. dj was perfect. the venue was beautiful and the perfect size. special thanks to nicola who was a superstar throughout!",5,The Light Lounge
"modern and likeable decor. great ambience and very helpful, friendly staff. if you're looking for a bit of class in the the west end this is it",4,The Light Lounge
"came in here with a voucher for cocktails, would let us use them all. for the ones we had we had the choice of only four! none of which were that inspiring.  didn't feel hospitable at all. wouldn't come again.. couldn't order anything using vouchers after 10,so left !! giving one star is the least i can give..",1,The Light Lounge
"small, slightly hidden, but very chic-feeling bar. an intimate-feeling space with friendly and attentive waitresses and bartenders who know their business well. a decent-sized menu filled with delicious drink served beautifully. if you like floral, definitely try their violet gin fizz; violets are blue.",5,The Light Lounge
"attentive and knowledgeable staff. comfy seating for groups, couples or singles. good 241 cocktail choice. fairly innocuous decor, but a wide range of venue uses available. ",4,The Light Lounge
this is an amazing place. the staff are super friendly and very accommodating and the cocktails are all made with premium ingredients by expert mixologists. the happy hour two for the price of one cocktails are definitely worth it if you are on a budget and the full cocktail menu is a wonder to read.,5,The Light Lounge
"nice ambient, cocktails are ok, small glasses though, music wasn't too bad.",3,The Light Lounge
good drinks,5,The Light Lounge
"the best word for this? it's two, fizz popping. simply awesome, found it a week or so ago now been back again, chilled out yet smart and then there are the drinks. my new favourite.",5,The Light Lounge
great service. very relaxing. cocktails were fab,4,The Light Lounge
good cocktails list with very great staff. only issues are lack of space to stand when all the seats are gone.,3,The Light Lounge
staff are really attentive and friendly. i visited around 630-730pm and there are not many people here so has a chill vibe. the decor though... a bit like a strip club. but honestly comfy seats and a good bloody mary so a win from me.,4,The Light Lounge
"nice places for cocktails, never seen it too crowded.",5,The Light Lounge
great place. drinks expensive but it was fun,4,The Light Lounge
"great venue. quieter during the week, but plenty of space per table, you dont have to shout over music to be heard, staff are friendly and approachable, heated outdoor smoking area. got a complimentary round of shots for my birthday too <3",5,The Light Lounge
"""award winning gay bar""  true or not, it feels that way which is kind of the point.",5,The Light Lounge
fantastic cocktails and the best service i've received in central london. i highly recommend this place. we booked a table during happy hour and were very happy indeed! :),5,The Light Lounge
